"id","cen","strain.id","sex","geno","zyg","litter","IMPC_HEM_001_001","IMPC_HEM_002_001","IMPC_HEM_003_001","IMPC_HEM_004_001","IMPC_HEM_005_001","IMPC_HEM_006_001","IMPC_HEM_007_001","IMPC_HEM_008_001","IMPC_HEM_019_001","IMPC_HEM_027_001","IMPC_HEM_029_001","IMPC_HEM_030_001","IMPC_HEM_031_001","IMPC_HEM_032_001","IMPC_HEM_033_001","IMPC_HEM_034_001","IMPC_HEM_035_001","IMPC_HEM_036_001","IMPC_HEM_037_001","IMPC_HEM_038_001","IMPC_HEM_039_001","IMPC_HEM_040_001"
"48500562","10","35","0","0","1","93205",8.99,10.77,17.94,52.4,48.7,15.993,34.54,1007,6.8,12.2,12.5,1.2307,82.1,7.38,1.1,0.1,3.357,0.28,0.0596,0.5487,0.0628,0.732
"48500566","10","35","1","0","1","93205",7.7,10.84,18.24,52.8,48.7,16.093,34.74,1186,6.3,12.6,14.4,1.2207,81.1,6.25,1.2,0.1,2.557,0.18,0.0496,0.5487,0.0328,0.432
"48500586","10","35","0","0","1","93207",7.58,10.54,18.04,51.7,49.1,16.293,35.04,1015,6.4,12.5,12,1.0207,84.2,6.38,1.2,0.09,1.957,0.13,0.0396,0.4487,0.0428,0.532
"48500590","10","35","1","0","1","93207",9.2,10.74,17.64,51.4,47.9,15.693,34.34,1199,6.6,12.3,10.1,1.0407,84.4,7.76,1.4,0.13,3.157,0.27,0.0596,0.5487,0.0628,0.732
"48500592","10","35","1","0","1","93207",8.29,9.04,15.74,46.8,51.8,16.393,33.44,1407,6.7,13.5,9.1,0.8607,86.7,7.19,1.4,0.12,2.257,0.16,0.0396,0.4487,0.0428,0.432
"48500597","10","35","0","0","1","93477",7.84,10.35,17.24,52.8,51,15.893,32.94,1061,6.9,12.4,9.8,0.8807,85.5,6.71,0.9,0.07,2.357,0.17,0.0496,0.5487,0.0928,1.132
"48500609","10","35","1","0","1","93477",8.02,10.54,17.34,52.9,50.2,15.693,33.04,1213,6.8,12.4,10.1,0.9207,84.8,6.8,1,0.08,3.157,0.23,0.0396,0.4487,0.0728,0.832
"48500611","10","35","1","0","1","93477",7.99,10.63,17.44,53.2,50.1,15.693,33.04,1203,6.8,12.5,10.9,0.9807,83.3,6.66,1,0.08,3.557,0.26,0.0296,0.3487,0.0928,1.232
"48500621","10","35","0","0","1","93478",6.37,10,16.94,51.7,51.7,16.093,32.84,987,6.9,12.4,12.3,0.8907,82.3,5.24,1.6,0.1,2.757,0.16,0.0496,0.6487,0.0428,0.732
"48500623","10","35","1","0","1","93478",5.19,10.51,17.34,53.5,50.9,15.693,32.64,1256,6.8,12.8,10.9,0.6807,84,4.36,1.3,0.07,2.657,0.13,0.0296,0.4487,0.0528,1.032
"58416266","10","35","0","0","1","93915",5.25,10.25,17.04,51.5,50.3,15.793,33.24,1100,6.7,12.7,14.1,0.8507,79.8,4.19,1.7,0.09,3.157,0.15,0.0396,0.7487,0.0528,0.932
"58416268","10","35","0","0","1","93915",7.56,10.81,17.64,54.5,50.4,15.593,32.74,1212,6.6,12.2,12.7,1.0707,82.8,6.26,1.1,0.08,2.357,0.16,0.0496,0.5487,0.0628,0.832
"58416270","10","35","0","3621_1","1","93915",5.94,10.09,15.14,48.2,47.8,14.193,31.44,971,6.4,17.7,9.4,0.6707,86.1,5.12,0.8,0.05,2.857,0.15,0.0296,0.4487,0.0428,0.732
"58416274","10","35","1","0","1","93915",8.46,10.64,17.54,54.9,51.6,15.693,32.24,1279,6.5,12.8,6.6,0.6707,87,7.36,1.2,0.1,3.257,0.26,0.0596,0.5487,0.1328,1.632
"58416280","10","35","0","3621_1","1","93918",6.49,10.8,16.44,52.4,48.5,14.493,31.64,1060,6.4,17.8,9.7,0.7407,83.2,5.4,1.3,0.08,4.657,0.28,0.0396,0.5487,0.0628,0.932
"58416282","10","35","0","0","1","93918",6.09,9.94,17.14,52.6,52.9,16.393,32.84,1018,6.3,15.1,18.7,1.2507,75.4,4.59,1.4,0.08,3.257,0.18,0.0596,0.8487,0.0528,0.832
"58416288","10","35","0","3621_1","1","93920",6.3,10.12,14.74,47,46.5,13.693,31.14,1033,6.4,19.2,10.4,0.7707,85.6,5.39,0.9,0.06,1.957,0.11,0.0396,0.5487,0.0528,0.932
"58416298","10","35","0","0","1","93923",7.82,10.24,16.84,50.9,49.7,15.593,33.14,979,6.6,13,9.6,0.8607,86.2,6.74,0.8,0.06,2.257,0.16,0.0396,0.3487,0.0828,1.132
"58416300","10","35","0","0","1","93923",6.12,10.29,16.34,51.2,49.7,15.093,32.04,1009,6.4,12.7,7.7,0.5807,88.2,5.39,0.7,0.04,2.357,0.13,0.0296,0.4487,0.0628,1.032
"58416306","10","35","0","3621_1","1","93924",4.95,9.9,14.94,48,48.5,14.293,31.14,986,6.7,18.8,11.9,0.7007,81.1,4.02,1.5,0.07,4.257,0.2,0.0296,0.5487,0.0528,1.032
"58416308","10","35","0","3621_1","1","93925",7.39,10.12,14.94,46.8,46.3,13.893,31.74,1045,6.5,17.5,13.1,1.0807,81.7,6.04,0.7,0.05,2.457,0.16,0.0496,0.5487,0.1328,1.832
"58416312","10","35","1","3621_1","1","93926",7.96,10.54,15.14,48.4,45.9,13.593,31.34,1249,6.6,17.3,13,1.1407,81.1,6.45,0.8,0.07,3.457,0.25,0.0396,0.4487,0.1228,1.532
"58416316","10","35","0","0","1","93929",7.19,10.81,17.64,54.2,50.2,15.593,32.84,1031,6.6,12.8,12.5,1.0107,82.4,5.92,1,0.07,2.757,0.18,0.0496,0.5487,0.0828,1.132
"58416318","10","35","1","0","1","93929",7.31,10.89,17.74,53.7,49.3,15.593,33.34,1199,6.7,12.4,10,0.8407,82,5.99,1.1,0.08,5.657,0.39,0.0396,0.4487,0.0928,1.232
"58416320","10","35","0","0","1","93930",4.72,9.26,16.64,50.7,54.8,16.993,32.84,1173,6.9,13.1,12,0.6807,80.1,3.78,1.2,0.05,5.357,0.24,0.0396,0.5487,0.0528,1.232
"58416322","10","35","1","0","1","93930",8.68,10.68,17.44,53.2,49.8,15.493,32.94,1270,6.6,12.7,10.1,0.9907,83.1,7.22,1,0.08,4.657,0.38,0.0496,0.4487,0.0928,1.032
"58416324","10","35","0","3621_1","1","93931",7.94,10,14.44,46,46,13.593,31.24,1047,6.6,18.6,9.1,0.8407,87.1,6.92,0.6,0.05,1.357,0.09,0.0496,0.5487,0.1128,1.432
"58416326","10","35","0","3621_1","1","93931",5.88,9.73,14.34,45.4,46.7,13.893,31.34,999,6.5,19.4,11.2,0.7707,85.2,5.01,0.7,0.04,1.557,0.07,0.0396,0.6487,0.0628,1.132
"58416328","10","35","1","3621_1","1","93934",9.36,10.07,15.14,48.7,48.4,14.193,31.04,1246,6.5,17.5,12,1.2307,82.7,7.74,0.5,0.05,3.257,0.28,0.0596,0.5487,0.1228,1.332
"58416330","10","35","1","3621_1","1","93934",8.44,10.3,15.04,47.2,45.8,13.793,31.64,1133,6.5,17.3,9.7,0.9207,85.7,7.24,0.9,0.08,2.757,0.21,0.0296,0.3487,0.0828,0.932
"59174645","10","35","0","0","1","94072",6.24,10.04,17.14,52.3,52.1,16.293,33.04,1112,6.6,12.5,9.1,0.6807,86.3,5.39,0.5,0.03,3.157,0.18,0.0496,0.6487,0.0428,0.632
"59174647","10","35","0","0","1","94072",6.1,10.4,17.64,53.8,51.7,16.093,33.04,1045,6.2,12.9,10.3,0.7407,83.9,5.12,0.9,0.05,3.857,0.22,0.0396,0.6487,0.0528,0.832
"59174649","10","35","1","3803_1","1","94072",5.35,10.69,18.14,55.7,52.1,16.193,32.94,924,6.3,13.1,17.1,1.0207,76.3,4.08,1.4,0.08,4.357,0.22,0.0296,0.5487,0.0328,0.632
"59174653","10","35","0","0","1","94073",6.43,10.12,17.54,53.9,53.3,16.593,32.94,1090,6.3,12.5,13.8,1.0007,80.8,5.19,1.3,0.09,3.257,0.19,0.0396,0.4487,0.0528,0.732
"59174655","10","35","0","3803_1","1","94073",4.38,10.46,17.44,52.4,50.1,15.893,33.44,960,6.6,12.9,9.9,0.5507,84.7,3.71,1.2,0.05,2.857,0.11,0.0296,0.6487,0.0528,1.032
"59174657","10","35","0","3803_1","1","94073",3.96,10.18,17.74,55,54,16.593,32.54,593,6.6,12.7,15.5,0.7207,74.6,2.95,1.6,0.06,7.057,0.27,0.0296,0.6487,0.0428,1.032
"59174659","10","35","0","3803_1","1","94073",4.36,9.03,16.74,50.6,56.1,17.593,33.24,658,6.7,13.2,13.8,0.7107,80.6,3.52,1.8,0.08,2.257,0.09,0.0296,0.5487,0.0628,1.332
"59174665","10","35","1","3803_1","1","94073",4.57,10.72,17.94,56.2,52.4,15.993,32.24,1319,6.3,12.6,15.9,0.8407,74.3,3.4,1.5,0.07,6.957,0.3,0.0296,0.4487,0.0628,1.432
"59174671","10","35","1","0","1","94075",8.67,11.26,18.24,58,51.5,15.493,31.94,1136,6.5,12.8,8.5,0.8407,86.9,7.54,1.1,0.09,2.557,0.2,0.0596,0.5487,0.0628,0.732
"59174673","10","35","0","3803_1","1","94076",4.22,10.2,17.44,52.6,51.6,16.293,33.34,1026,6.2,12,15.1,0.7507,81.1,3.42,1.1,0.05,2.357,0.09,0.0196,0.2487,0.0228,0.432
"59174679","10","35","0","0","1","94077",5.81,10.49,17.24,53.8,51.3,15.693,32.34,1078,6.2,12.7,12.6,0.8507,81.6,4.74,1.2,0.07,2.957,0.16,0.0296,0.4487,0.0928,1.632
"59174681","10","35","0","0","1","94077",6.04,10.29,17.24,51.8,50.4,15.993,33.44,1164,6.2,13,11.4,0.8007,82.6,4.99,0.8,0.05,4.057,0.23,0.0296,0.3487,0.0728,1.132
"59174683","10","35","1","3803_1","1","94079",4.56,10.7,17.54,53,49.5,15.593,33.34,1096,6.4,12.4,16.4,0.8607,78.5,3.58,1.4,0.06,2.057,0.08,0.0296,0.4487,0.0728,1.532
"59174685","10","35","0","3803_1","1","94080",3.14,10.15,17.64,52.5,51.7,16.593,33.84,952,6.5,12.5,16.4,0.6307,77,2.42,1.1,0.03,4.157,0.12,0.0296,0.5487,0.0428,1.132
"59174687","10","35","1","0","1","94080",7.88,10.41,17.44,52.1,50,15.993,33.64,1340,6.4,12.2,8.9,0.8107,85.4,6.72,0.8,0.07,3.257,0.24,0.0496,0.5487,0.1128,1.432
"59174689","10","35","0","0","1","94081",7.22,9.96,16.94,52.5,52.8,16.193,32.54,1140,6.4,13.6,8.7,0.7307,86.9,6.28,0.7,0.05,2.757,0.18,0.0396,0.4487,0.0528,0.732
"59174691","10","35","0","0","1","94081",5.65,10.17,17.64,52.2,51.3,16.493,33.94,1036,6.5,12.4,11.4,0.7507,82.2,4.64,1.1,0.06,3.457,0.18,0.0396,0.6487,0.0828,1.432
"59174697","10","35","1","0","1","94081",8.56,10.87,17.84,53.8,49.5,15.693,33.54,1240,6.6,12.5,10.5,1.0107,84.3,7.21,0.9,0.08,2.757,0.22,0.0396,0.4487,0.1228,1.432
"59174699","10","35","1","0","1","94081",8.03,10.52,17.84,53.7,51.1,16.193,33.44,1213,6.6,12.3,10.1,0.9207,84.8,6.81,0.7,0.06,3.057,0.23,0.0396,0.4487,0.1028,1.232
"59174701","10","35","0","3803_1","1","94082",3.72,10.13,17.24,52.3,51.6,16.193,33.24,820,6.6,12.7,14.3,0.6407,78.2,2.91,1.7,0.06,4.957,0.17,0.0196,0.4487,0.0328,0.732
"67157993","10","35","0","3887_1","1","94399",5.61,10.65,17.64,54.3,51,15.793,32.84,961,6,12.7,10.3,0.6907,83,4.66,1.6,0.09,4.257,0.23,0.0496,0.7487,0.0228,0.332
"67157995","10","35","0","0","1","94399",8.1,10.74,17.94,54.3,50.6,15.993,33.34,1072,5.5,12.5,12.7,1.1407,83.5,6.77,1.4,0.11,1.757,0.12,0.0396,0.4487,0.0428,0.432
"67158001","10","35","0","0","1","94400",6.22,10.62,17.64,55,51.8,15.793,32.34,1152,6,12.6,12,0.8607,82.4,5.13,1.7,0.11,3.357,0.19,0.0396,0.5487,0.0228,0.332
"67158009","10","35","0","3887_1","1","94401",5.27,10.55,17.94,54,51.2,16.193,33.44,1079,5.8,12.1,16.1,0.9607,77.4,4.08,2.2,0.11,3.857,0.19,0.0296,0.5487,0.0128,0.332
"67158013","10","35","0","0","1","94402",6.87,10.48,17.54,52.1,49.7,15.893,33.84,1191,5.6,12.3,12.1,0.9407,83.5,5.74,1.1,0.08,2.857,0.18,0.0396,0.4487,0.0228,0.232
"67158015","10","35","0","3887_1","1","94403",8.78,10.58,17.64,55.6,52.6,15.893,32.04,995,6.2,12.9,9.2,0.9207,85.2,7.48,1.4,0.12,3.357,0.27,0.0496,0.5487,0.0628,0.632
"67158017","10","35","0","3887_1","1","94404",5.87,10.42,17.64,54,51.8,16.093,32.84,1071,6.2,13.5,13.7,0.9107,78.1,4.59,2.5,0.15,4.757,0.27,0.0496,0.7487,0.0228,0.432
"67158019","10","35","0","0","1","94404",7.1,10.35,17.24,51.8,50,15.893,33.54,1193,6,12.3,9.8,0.8107,86.7,6.16,0.8,0.06,2.257,0.14,0.0396,0.4487,0.0228,0.332
"67158025","10","35","1","0","1","94405",8.76,10.6,17.74,53.9,50.9,15.893,33.14,1327,6.1,13.1,13.2,1.2707,78.4,6.86,1.5,0.13,6.257,0.53,0.0496,0.5487,0.0428,0.432
"67158027","10","35","0","0","1","94406",5.28,9.25,16.74,49.3,53.3,17.193,34.14,1152,6.4,12.8,13,0.8007,80.3,4.24,1.8,0.1,4.257,0.21,0.0296,0.4487,0.0228,0.432
"67158031","10","35","1","0","1","94407",7.9,10.86,17.84,54.4,50.1,15.693,33.04,1470,6.1,12.5,10.3,0.9307,84.8,6.7,1.5,0.12,3.057,0.22,0.0296,0.3487,0.0328,0.432
"67158033","10","35","0","3887_1","1","94408",7.59,10.55,17.84,51.7,49,16.093,34.64,1090,6.1,12,14.3,1.2007,78.4,5.95,1.8,0.13,4.757,0.34,0.0496,0.5487,0.0428,0.532
"67158035","10","35","0","3887_1","1","94408",5.71,10.75,18.04,54.3,50.5,15.993,33.54,1059,6.2,12.7,13.4,0.8807,79.3,4.53,1.8,0.1,4.657,0.25,0.0396,0.6487,0.0228,0.432
"67158037","10","35","1","3887_1","1","94408",12.12,10.49,17.64,55.5,52.9,16.093,32.24,976,6.4,14.1,9.1,1.2107,85.7,10.38,1.3,0.16,2.957,0.32,0.0896,0.6487,0.0828,0.632
"67158039","10","35","0","0","1","94409",7.75,9.81,16.74,50,51,16.193,33.44,636,6.3,13.8,9.6,0.8507,84,6.51,2.1,0.17,3.657,0.27,0.0396,0.3487,0.0428,0.532
"67158041","10","35","1","3887_1","1","94409",9.96,10.88,18.34,57.8,53.1,16.093,32.24,1314,6.2,13.9,11.7,1.2707,84.6,8.43,1,0.1,2.157,0.18,0.0496,0.4487,0.0428,0.432
"67158043","10","35","1","0","1","94409",7.37,10.86,17.84,53.3,49,15.693,33.74,1347,6.1,12.1,11.1,0.9307,82.6,6.09,1.9,0.14,3.657,0.25,0.0396,0.5487,0.0428,0.532
"67158045","10","35","0","3887_1","1","94410",6.19,10.13,17.44,51.4,50.7,16.393,34.14,1092,6.2,12.4,12.2,0.8707,80.4,4.98,1.8,0.11,5.057,0.3,0.0296,0.4487,0.0328,0.432
"67158047","10","35","1","3887_1","1","94410",9.21,11.58,18.44,57.7,49.8,15.293,32.44,1188,6.2,12.1,11.4,1.1607,83.2,7.66,1.4,0.13,3.257,0.28,0.0496,0.4487,0.0528,0.532
"61892097","10","35","0","0","1","94472",7.35,10.19,17.04,53.2,52.1,15.893,32.34,840,6.1,13.2,7.7,0.6807,84.8,6.24,1.6,0.12,4.457,0.31,0.0696,0.8487,0.0628,0.832
"61892099","10","35","0","4045_1","1","94472",6.62,10.86,17.94,53.9,49.6,15.793,33.54,1145,6,12.5,8.9,0.7007,85.1,5.63,1.5,0.1,3.857,0.24,0.0496,0.6487,0.0228,0.332
"61892101","10","35","0","4045_1","1","94472",7.28,10.75,17.54,53.6,49.8,15.593,32.94,1141,6,12.1,15.4,1.2307,79.8,5.81,2,0.15,2.157,0.14,0.0396,0.5487,0.0328,0.432
"61892111","10","35","0","0","1","94474",8.69,10.99,17.94,56.4,51.3,15.593,32.24,1096,6.2,12.6,8.6,0.8607,86.5,7.52,1,0.09,2.957,0.23,0.0596,0.6487,0.0528,0.632
"61892113","10","35","0","4045_1","1","94474",7.61,10.41,17.34,54.4,52.2,15.893,32.14,1044,6.3,12.6,13.3,1.1207,82.1,6.24,1.3,0.1,2.857,0.2,0.0396,0.4487,0.0328,0.432
"61892115","10","35","0","0","1","94474",6.16,10.59,17.34,54.6,51.6,15.693,32.14,970,6.4,13.1,14,0.9707,77.7,4.78,2.8,0.17,3.957,0.23,0.0796,1.2487,0.0428,0.732
"61892121","10","35","0","4045_1","1","94476",5.86,10.76,18.04,54.9,51,15.993,33.14,944,6.4,12.3,9.6,0.6707,85.7,5.02,1.9,0.11,2.057,0.11,0.0496,0.6487,0.0228,0.432
"61892125","10","35","0","0","1","94477",7.05,10.1,16.84,50.9,50.4,15.893,33.34,1082,5.9,12.8,10.2,0.8307,83.9,5.91,1.8,0.12,2.557,0.16,0.0696,0.9487,0.0728,1.032
"61892131","10","35","1","4045_1","1","94479",9.76,11.14,17.84,54.1,48.6,15.293,33.24,1228,6.2,13,10.5,1.1307,83.8,8.18,1.4,0.14,3.257,0.3,0.0596,0.5487,0.0828,0.832
"61892133","10","35","0","4045_1","1","94482",6.87,10.29,17.44,52.2,50.7,16.093,33.64,1047,6.2,12.6,10.1,0.8107,84.9,5.83,1.5,0.1,2.857,0.18,0.0296,0.3487,0.0428,0.632
"61892135","10","35","1","4045_1","1","94485",7.07,10.58,17.84,54.6,51.7,16.093,33.04,1125,6.1,14.3,12.7,1.0007,82,5.8,2,0.14,3.057,0.2,0.0296,0.3487,0.0228,0.332
"61892137","10","35","0","4045_1","1","94486",6.34,10.51,17.74,53.8,51.2,16.093,33.24,944,6.3,12.5,9.4,0.7107,84.6,5.36,1.7,0.11,3.657,0.22,0.0396,0.4487,0.0328,0.532
"61892139","10","35","1","0","1","94486",8.37,10.87,17.84,53.1,48.8,15.693,33.84,1302,6.1,12.3,10.8,1.0107,85.2,7.13,1.1,0.1,2.457,0.18,0.0296,0.3487,0.0428,0.532
"61892141","10","35","0","0","1","94487",7.18,10.86,17.84,54.6,50.3,15.793,33.14,1248,6.1,13.2,7.9,0.6707,89.6,6.44,0.5,0.04,1.057,0.06,0.0396,0.4487,0.0528,0.732
"61892143","10","35","0","4045_1","1","94488",5.95,10.28,16.94,50.5,49.1,15.693,33.64,1021,6.1,12.5,12.3,0.8407,81.9,4.87,1.4,0.08,3.557,0.2,0.0496,0.7487,0.0228,0.432
"61892145","10","35","1","0","1","94488",9.16,10.96,17.74,52.7,48.1,15.493,33.84,1332,6.2,12.4,7.9,0.8407,87.2,7.99,1.1,0.1,3.057,0.25,0.0496,0.4487,0.0528,0.632
"61892147","10","35","0","0","1","94489",7.04,10.79,17.84,56,51.9,15.793,32.24,987,6.2,13.2,11.4,0.9107,82.3,5.79,1.9,0.13,3.457,0.23,0.0596,0.8487,0.0328,0.532
"61892149","10","35","0","0","1","94489",8.36,10.71,17.64,53.1,49.5,15.793,33.54,1202,6.2,12.6,9.5,0.9007,85.3,7.13,1.4,0.12,2.857,0.22,0.0596,0.6487,0.0628,0.732
"61892151","10","35","1","4045_1","1","94489",6.73,10.52,17.24,53.3,50.7,15.593,32.54,2015,6,12.8,5.2,0.4607,93,6.26,0.2,0.02,0.557,0.02,0.0396,0.4487,0.0628,0.932
"62479991","10","35","0","4047_1","1","94600",8.23,10.1,17.24,52.1,51.6,16.193,33.34,1058,6,13.3,13.4,1.2107,81.5,6.71,1.8,0.15,2.357,0.17,0.0496,0.5487,0.0628,0.732
"62479993","10","35","0","0","1","94600",6.63,10.95,18.04,55.4,50.6,15.793,33.04,1068,5.8,12.3,9.4,0.7307,84,5.57,1.5,0.1,4.157,0.26,0.0496,0.6487,0.0428,0.632
"62480003","10","35","0","0","1","94601",7.26,9.88,17.34,52.7,53.3,16.693,33.24,639,5.8,14.6,10.5,0.8707,84.2,6.11,1.6,0.11,1.957,0.12,0.0696,0.9487,0.0928,1.232
"62480005","10","35","0","4047_1","1","94601",5.66,10.57,17.84,55.1,52.1,16.093,32.64,1100,6,12.4,11.1,0.7407,83.9,4.74,1.4,0.08,2.957,0.15,0.0296,0.3487,0.0328,0.632
"62480007","10","35","0","4047_1","1","94601",5.11,9.91,16.84,50,50.4,16.093,33.64,1027,6,12.5,9.4,0.5907,85.2,4.35,1.1,0.05,3.357,0.16,0.0396,0.6487,0.0428,0.832
"62480009","10","35","0","4047_1","1","94601",9.04,10.58,17.54,53.6,50.6,15.893,33.04,1244,5.9,12.3,13,1.2907,82.6,7.47,1.1,0.1,2.557,0.21,0.0496,0.5487,0.0628,0.632
"62480013","10","35","0","0","1","94602",7.01,9.72,17.04,50.2,51.6,16.593,33.94,1120,6,14,9.2,0.7607,85.5,5.99,1.1,0.08,2.757,0.18,0.0596,0.6487,0.0628,0.932
"62480017","10","35","0","0","1","94603",7.42,10.64,17.84,52.9,49.7,15.993,33.94,1068,6.1,12.4,10.9,0.9207,84,6.23,1,0.08,3.057,0.21,0.0496,0.5487,0.0628,0.732
"62480024","10","35","0","0","1","94604",9.5,10.75,17.94,54.3,50.6,15.893,33.24,1011,5.9,12.8,8,0.8707,85.3,8.11,1.4,0.13,4.357,0.39,0.0496,0.5487,0.0828,0.832
"62480029","10","35","1","4047_1","1","94604",11.24,10.99,17.84,54.7,49.8,15.493,32.94,1384,5.9,12.4,12.6,1.5307,82.1,9.22,1,0.12,3.457,0.35,0.0596,0.5487,0.0728,0.632
"62480039","10","35","1","0","1","94605",9.36,10.97,17.94,54,49.2,15.693,33.64,1278,5.8,12.6,15.9,1.6007,79.4,7.43,1.3,0.13,2.357,0.2,0.0596,0.5487,0.0728,0.732
"62480041","10","35","0","4047_1","1","94606",8.02,10.52,17.54,53.3,50.7,15.893,33.14,1105,5.8,12.4,12.6,1.1207,80.7,6.47,1.2,0.1,4.857,0.37,0.0296,0.3487,0.0628,0.732
"62480043","10","35","1","4047_1","1","94606",8.54,11.41,18.44,56.8,49.8,15.593,32.94,1265,5.8,12.5,12.1,1.1407,82.1,7.01,1.1,0.1,4.057,0.32,0.0496,0.5487,0.0428,0.532
"62480045","10","35","1","0","1","94606",7.64,10.96,18.04,54.4,49.6,15.693,33.44,1127,5.8,12.5,8.9,0.7907,84.3,6.44,1.5,0.12,4.457,0.32,0.0396,0.4487,0.0528,0.632
"62480050","10","35","0","4047_1","1","94608",6.28,10.48,17.94,53.4,51,16.393,33.84,1076,5.8,13.1,12.8,0.9107,80.8,5.07,1.2,0.08,4.557,0.27,0.0296,0.4487,0.0328,0.532
"62480052","10","35","0","4047_1","1","94608",7.36,10.45,17.44,53.5,51.2,15.893,32.84,1085,5.8,13.3,9.4,0.8007,85.8,6.31,1.2,0.09,2.257,0.15,0.0496,0.6487,0.0828,1.032
"62480060","10","35","1","0","1","94608",8.62,10.91,17.74,54.2,49.7,15.593,33.04,1334,6,12.5,9.7,0.9407,84.5,7.28,1.1,0.09,3.457,0.28,0.0496,0.4487,0.0928,1.132
"62480062","10","35","1","4047_1","1","94608",9.13,11.18,18.34,55.5,49.7,15.693,33.34,1307,5.9,12.3,11.5,1.1607,81.3,7.42,1.1,0.1,5.257,0.45,0.0696,0.7487,0.0528,0.632
"62480067","10","35","0","0","1","94611",6.48,10.52,17.44,52.5,49.9,15.893,33.54,1002,6.1,12.6,13.5,0.9907,82.3,5.33,1,0.06,2.157,0.12,0.0396,0.5487,0.0528,0.832
"62480069","10","35","0","0","1","94611",5.49,10.27,17.34,51.7,50.3,16.093,33.74,1049,6.1,12.7,12.8,0.8107,83.8,4.6,0.9,0.05,1.957,0.09,0.0296,0.4487,0.0328,0.532
"28702554","10","35","0","0","1","82619",6.62,10.82,17.94,52.5,48.5,15.893,34.44,1303,6.9,13.3,15,1.1107,78.5,5.2,0.8,0.05,3.857,0.24,0.0396,0.5487,0.1128,1.732
"28702556","10","35","0","0","1","82619",6.17,10.74,17.74,52.4,48.8,15.793,34.04,1191,7,13.2,12.1,0.8607,78.3,4.83,0.9,0.06,7.857,0.47,0.0396,0.5487,0.0328,0.632
"28702560","10","35","1","0","1","82619",7.5,11.54,18.74,54.7,47.4,15.593,34.64,1591,7,12.7,10.9,0.9307,83.4,6.25,0.9,0.06,3.857,0.27,0.0396,0.4487,0.0728,1.032
"28702562","10","35","1","0","1","82619",7.43,11.5,18.54,54.6,47.5,15.493,34.14,1324,6.8,12.8,13.4,1.1107,80.1,5.95,1.2,0.09,4.257,0.29,0.0396,0.5487,0.0728,0.932
"28702566","10","35","1","0","1","82619",9.15,11.68,18.84,56,48,15.593,34.14,1357,6.5,12.8,11.9,1.2007,81.5,7.46,1,0.09,3.957,0.34,0.0596,0.5487,0.1128,1.332
"28702568","10","35","0","0","1","82620",4.03,10.52,17.54,51.7,49.1,15.893,34.14,1232,6.6,13.3,9,0.4707,87,3.51,0.9,0.04,1.857,0.06,0.0296,0.4487,0.0428,1.032
"28702570","10","35","0","0","1","82620",7.27,10.48,17.34,51.3,49,15.793,34.04,1077,6.6,13.3,8.3,0.7107,85.9,6.25,0.9,0.07,3.257,0.22,0.0596,0.7487,0.0928,1.232
"28702572","10","35","0","0","1","82620",5.78,10.65,17.84,52.3,49.2,15.993,34.34,1249,6.5,13.1,14.4,0.9407,78.6,4.54,0.8,0.04,4.257,0.23,0.0396,0.4487,0.1028,1.832
"28702589","10","35","0","0","1","83187",5.65,10.6,17.74,53,50.1,15.993,33.74,1199,6.5,12.9,13.4,0.8707,80.7,4.56,0.7,0.04,3.057,0.16,0.0396,0.5487,0.1128,2.032
"28702591","10","35","0","0","1","83187",3.95,10.53,17.34,52.2,49.6,15.693,33.44,1008,6.4,13.1,20.2,0.9107,68.9,2.72,0.8,0.03,9.057,0.35,0.0196,0.3487,0.0428,0.932
"28702593","10","35","0","0","1","83187",3.77,10.88,17.84,54.2,49.8,15.693,33.24,1267,6.3,13.4,13.9,0.6307,79.7,3.01,0.5,0.02,4.657,0.17,0.0296,0.4487,0.0428,1.132
"28702595","10","35","0","0","1","83187",4.56,10.45,17.44,52.4,50.1,15.893,33.54,1143,6.3,13.3,13.2,0.7107,81.9,3.74,0.3,0.02,3.257,0.14,0.0196,0.3487,0.0628,1.332
"28702597","10","35","1","0","1","83187",7.98,11.03,17.84,53.5,48.5,15.493,33.54,1732,6.2,12.6,14.1,1.2407,74.7,5.96,1.2,0.1,8.157,0.63,0.0396,0.4487,0.1328,1.632
"28702599","10","35","1","0","1","83187",6.51,10.82,17.54,53.1,49.1,15.493,33.14,1444,6.3,12.7,11.2,0.8407,83.4,5.43,0.6,0.04,2.057,0.12,0.0396,0.4487,0.1728,2.632
"28702601","10","35","1","0","1","83187",7.8,11.19,18.04,54.2,48.4,15.493,33.64,1031,6.3,12.6,14.2,1.2207,79.5,6.2,0.6,0.05,4.057,0.3,0.0396,0.4487,0.1228,1.532
"28702603","10","35","1","0","1","83187",6.7,11.09,17.84,54.8,49.4,15.393,32.84,1552,6.3,12.8,11.7,0.8907,82.1,5.5,0.5,0.03,4.057,0.25,0.0296,0.3487,0.1128,1.632
"42014888","10","35","0","0","1","83699",8.13,10.95,18.14,52.7,48.1,15.793,34.54,1137,6.2,12.6,7.2,0.6907,86.6,7.05,1.1,0.09,4.557,0.35,0.0396,0.4487,0.0328,0.432
